195,4,Charmander,,f,2,1,37,0.5822789,2500,2,40000,52,7,10,2,1955,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,1955,19,19.5,1484,110,1611.0134,2370,42.125,2500,2,35.5,2493,143,3517.6,2391,41.636,150000,144
196,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,7,2,4,1829,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,1829,20,,,,,,,,,,,,,,,,
196,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,7,2,4,1829,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,1829,20,41,1469,123,1643.0581,3505,5.272,245000,248,,,,,,,,
196,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,7,2,4,1829,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,1829,20,20,1496,113,1623.1089,1720,58.022,0,0,36.5,2488,146,3486.85,3248,20.708,161000,160
197,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,5,4,10,1355,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,1355,20,,,,,,,,,,,,,,,,
197,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,5,4,10,1355,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,1355,20,41,1491,128,1715.513,1115,69.857,245000,248,,,,,,,,
197,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,5,4,10,1355,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,1355,20,,,,,,,,,,,,,,,,
198,4,Charmander,,m,2,1,53,0.69414365,4500,4,92000,98,11,4,11,2892,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,2892,27,,,,,,,,,,,,,,,,
198,4,Charmander,,m,2,1,53,0.69414365,4500,4,92000,98,11,4,11,2892,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,2892,27,38.5,1498,126,1691.8468,2089,43.552,149000,164,,,,,,,,
198,4,Charmander,,m,2,1,53,0.69414365,4500,4,92000,98,11,4,11,2892,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,2892,27,,,,,,,,,,,,,,,,
199,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,15,13,12,4061,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,4061,30,,,,,,,,,,,,,,,,
199,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,15,13,12,4061,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,4061,30,34.5,1498,123,1702.2287,1626,56.069,55000,56,,,,,,,,
199,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,15,13,12,4061,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,4061,30,,,,,,,,,,,,,,,,
200,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,0,2,1,34,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,34,21,,,,,,,,,,,,,,,,
200,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,0,2,1,34,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,34,21,,,,,,,,,,,,,,,,
200,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,0,2,1,34,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,34,21,,,,,,,,,,,,,,,,
201,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,5,11,0,1457,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,1457,20,,,,,,,,,,,,,,,,
201,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,5,11,0,1457,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,1457,20,41,1482,120,1694.9382,1938,47.607,245000,248,,,,,,,,
201,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,5,11,0,1457,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,1457,20,,,,,,,,,,,,,,,,
202,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,3,5,15,864,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,864,21,,,,,,,,,,,,,,,,
202,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,3,5,15,864,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,864,21,40.5,1492,131,1736.6264,530,85.699,230000,244,,,,,,,,
202,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,3,5,15,864,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,864,21,,,,,,,,,,,,,,,,
203,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,15,13,9,4058,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,4058,30,,,,,,,,,,,,,,,,
203,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,15,13,9,4058,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,4058,30,35,1496,121,1687.5937,2268,38.686,62000,64,,,,,,,,
203,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,15,13,9,4058,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,4058,30,,,,,,,,,,,,,,,,
204,4,Charmander,,m,2,1,31,0.5343543,1900,2,27400,40,8,13,10,2267,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,2267,16,,,,,,,,,,,,,,,,
204,4,Charmander,,m,2,1,31,0.5343543,1900,2,27400,40,8,13,10,2267,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,2267,16,37.5,1495,124,1723.2146,880,76.21,195600,198,,,,,,,,
204,4,Charmander,,m,2,1,31,0.5343543,1900,2,27400,40,8,13,10,2267,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,2267,16,19,1495,114,1660.6874,277,93.236,12600,12,33.5,2499,147,3578.71,679,83.443,133600,122
205,4,Charmander,,m,2,1,45,0.64065295,3500,3,62000,72,2,3,7,568,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,568,23,,,,,,,,,,,,,,,,
205,4,Charmander,,m,2,1,45,0.64065295,3500,3,62000,72,2,3,7,568,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,568,23,,,,,,,,,,,,,,,,
205,4,Charmander,,m,2,1,45,0.64065295,3500,3,62000,72,2,3,7,568,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,568,23,,,,,,,,,,,,,,,,
206,4,Charmander,,f,2,1,39,0.5974,2500,2,45000,56,10,15,10,2811,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,2811,20,,,,,,,,,,,,,,,,
206,4,Charmander,,f,2,1,39,0.5974,2500,2,45000,56,10,15,10,2811,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,2811,20,36,1490,123,1715.7447,1107,70.1,153000,150,,,,,,,,
206,4,Charmander,,f,2,1,39,0.5974,2500,2,45000,56,10,15,10,2811,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,2811,20,,,,,,,,,,,,,,,,
208,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,13,11,1,3506,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,3506,30,,,,,,,,,,,,,,,,
208,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,13,11,1,3506,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,3506,30,38,1497,118,1677.2251,2649,28.413,112000,128,,,,,,,,
208,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,13,11,1,3506,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,3506,30,,,,,,,,,,,,,,,,
209,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,12,6,9,3178,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,3178,21,,,,,,,,,,,,,,,,
209,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,12,6,9,3178,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,3178,21,38,1498,124,1688.3126,2241,39.443,182000,190,,,,,,,,
209,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,12,6,9,3178,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,3178,21,,,,,,,,,,,,,,,,
210,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,8,5,15,2144,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,2144,30,,,,,,,,,,,,,,,,
210,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,8,5,15,2144,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,2144,30,38.5,1496,129,1714.5093,1159,68.694,121000,140,,,,,,,,
210,4,Charmander,,m,2,1,59,0.7317,5000,4,120000,122,8,5,15,2144,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,2144,30,,,,,,,,,,,,,,,,
211,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,5,6,13,1390,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,1390,19,,,,,,,,,,,,,,,,
211,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,5,6,13,1390,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,1390,19,40,1497,129,1733.5668,597,83.888,230000,252,,,,,,,,
211,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,5,6,13,1390,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,1390,19,19.5,1497,117,1661.4935,271,93.407,2500,2,35,2495,151,3574.26,773,81.099,142000,134
212,4,Charmander,,m,2,1,35,0.5667545,2200,2,35600,48,9,0,2,2307,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,2307,18,,,,,,,,,,,,,,,,
212,4,Charmander,,m,2,1,35,0.5667545,2200,2,35600,48,9,0,2,2307,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,2307,18,41,1466,121,1610.497,3682,0.487,254400,256,,,,,,,,
212,4,Charmander,,m,2,1,35,0.5667545,2200,2,35600,48,9,0,2,2307,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,2307,18,20,1493,112,1604.3227,2720,33.578,9400,8,36.5,2482,144,3429.34,4030,1.612,170400,168
213,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,4,0,3,1028,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,1028,19,,,,,,,,,,,,,,,,
213,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,4,0,3,1028,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,1028,19,,,,,,,,,,,,,,,,
213,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,4,0,3,1028,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,1028,19,20,1464,112,1569.7129,3903,4.713,5000,4,38,2490,147,3502.75,2832,30.842,192000,198
214,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,3,10,7,936,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,936,21,,,,,,,,,,,,,,,,
214,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,3,10,7,936,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,936,21,41,1492,125,1731.1008,669,81.941,240000,244,,,,,,,,
214,4,Charmander,,m,2,1,41,0.6121573,3000,3,50000,60,3,10,7,936,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,936,21,,,,,,,,,,,,,,,,
215,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,1,9,1,402,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,402,20,,,,,,,,,,,,,,,,
215,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,1,9,1,402,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,402,20,,,,,,,,,,,,,,,,
215,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,1,9,1,402,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,402,20,20,1474,111,1615.0776,2157,47.326,0,0,37.5,2488,145,3560.21,1126,72.503,178000,182
216,4,Charmander,,f,2,1,57,0.7193991,5000,4,110000,114,15,15,4,4085,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,4085,29,,,,,,,,,,,,,,,,
216,4,Charmander,,f,2,1,57,0.7193991,5000,4,110000,114,15,15,4,4085,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,4085,29,35.5,1494,118,1682.244,2468,33.306,80000,82,,,,,,,,
