"pokemon_form_id","iv_id","level","cp","hp","stat_product"
1,2,8.5,212,49,96.419
1,2,9.0,225,51,106.646
1,2,9.5,238,53,117.366
1,2,10.0,252,54,126.275
1,2,10.5,265,55,135.374
1,2,11.0,277,57,146.582
1,2,11.5,289,58,155.933
1,2,12.0,302,59,165.514
1,2,12.5,315,60,175.347
1,2,13.0,327,62,188.433
1,2,13.5,340,63,198.795
1,2,14.0,352,64,209.421
1,2,14.5,365,65,220.343
1,2,15.0,377,66,231.403
1,2,15.5,390,67,242.745
1,2,16.0,403,68,254.286
1,2,16.5,415,70,269.957
1,2,17.0,428,71,282.118
1,2,17.5,440,72,294.499
1,2,18.0,453,73,307.142
1,2,18.5,466,74,319.997
1,2,19.0,478,75,333.055
1,2,19.5,491,76,346.413
1,2,20.0,503,77,359.913
1,2,20.5,516,78,373.703
1,2,21.0,529,78,382.826
1,2,21.5,541,79,396.97
1,2,22.0,554,80,411.347
1,2,22.5,566,81,426.005
1,2,23.0,579,82,440.825
1,2,23.5,592,83,455.865
1,2,24.0,604,84,471.178
1,2,24.5,617,85,486.767
1,2,25.0,629,86,502.559
1,2,25.5,642,87,518.559
1,2,26.0,655,87,528.745
1,2,26.5,667,88,545.088
1,2,27.0,680,89,561.694
1,2,27.5,692,90,578.488
1,2,28.0,705,91,595.536
1,2,28.5,718,91,606.18
1,2,29.0,730,92,623.619
1,2,29.5,743,93,641.313
1,2,30.0,755,94,659.178
1,2,30.5,762,94,664.698
1,2,31.0,768,95,677.288
1,2,31.5,774,95,682.834
1,2,32.0,781,95,688.398
1,2,32.5,787,96,701.21
1,2,33.0,793,96,706.797
1,2,33.5,800,97,719.828
1,2,34.0,806,97,725.519
1,2,34.5,812,97,731.232
1,2,35.0,818,98,744.395
1,2,35.5,825,98,750.212
1,2,36.0,831,98,755.879
1,2,36.5,837,99,769.423
1,2,37.0,844,99,775.191
1,2,37.5,850,100,788.87
1,2,38.0,856,100,794.654
1,2,38.5,863,100,800.546
1,2,39.0,869,101,814.43
1,2,39.5,875,101,820.336
1,2,40.0,881,101,826.257
1,2,40.5,887,102,839.705
1,2,41.0,893,102,845.078
1,3,1.0,12,12,1.388
1,3,1.5,25,17,4.067
1,3,2.0,39,21,7.614
1,3,2.5,52,25,12.149
1,3,3.0,65,28,17.073
1,3,3.5,79,30,21.995
1,3,4.0,92,33,28.255
1,3,4.5,106,35,34.301
1,3,5.0,119,37,40.831
1,3,5.5,132,39,47.84
1,3,6.0,146,41,55.366
1,3,6.5,159,43,63.363
1,3,7.0,172,45,71.878
1,3,7.5,186,47,80.87
1,3,8.0,199,48,88.525
1,3,8.5,212,50,98.387
1,3,9.0,226,51,106.646
1,3,9.5,239,53,117.366
1,3,10.0,253,54,126.275
1,3,10.5,266,56,137.835
1,3,11.0,278,57,146.582
1,3,11.5,290,58,155.933
1,3,12.0,303,60,168.319
1,3,12.5,316,61,178.269
1,3,13.0,328,62,188.433
1,3,13.5,341,63,198.795
1,3,14.0,354,64,209.421
1,3,14.5,366,66,223.733
1,3,15.0,379,67,234.909
1,3,15.5,392,68,246.368
1,3,16.0,404,69,258.025
1,3,16.5,417,70,269.957
1,3,17.0,430,71,282.118
1,3,17.5,442,72,294.499
1,3,18.0,455,73,307.142
1,3,18.5,467,74,319.997
1,3,19.0,480,75,333.055
1,3,19.5,493,76,346.413
1,3,20.0,505,77,359.913
1,3,20.5,518,78,373.703
1,3,21.0,531,79,387.734
1,3,21.5,543,80,401.995
1,3,22.0,556,81,416.488
1,3,22.5,569,82,431.264
1,3,23.0,581,83,446.201
1,3,23.5,594,84,461.357
1,3,24.0,607,85,476.787
1,3,24.5,619,85,486.767
1,3,25.0,632,86,502.559
1,3,25.5,645,87,518.559
1,3,26.0,657,88,534.823
1,3,26.5,670,89,551.282
1,3,27.0,682,90,568.005
1,3,27.5,695,91,584.915
1,3,28.0,708,91,595.536
1,3,28.5,720,92,612.841
1,3,29.0,733,93,630.397
1,3,29.5,746,94,648.208
1,3,30.0,758,95,666.191
1,3,30.5,765,95,671.769
1,3,31.0,771,95,677.288
1,3,31.5,777,96,690.022
1,3,32.0,784,96,695.644
1,3,32.5,790,97,708.514
1,3,33.0,796,97,714.16
1,3,33.5,803,97,719.828
1,3,34.0,809,98,732.999
1,3,34.5,815,98,738.771
1,3,35.0,822,99,751.991
1,3,35.5,828,99,757.867
1,3,36.0,834,99,763.592
1,3,36.5,841,100,777.195
1,3,37.0,847,100,783.022
1,3,37.5,853,100,788.87
1,3,38.0,860,101,802.6
1,3,38.5,866,101,808.551
1,3,39.0,872,102,822.494
1,3,39.5,878,102,828.458
1,3,40.0,885,102,834.438
1,3,40.5,890,103,847.937
1,3,41.0,896,103,853.363
1,4,1.0,12,12,1.388
1,4,1.5,25,17,4.067
1,4,2.0,39,21,7.614
1,4,2.5,52,25,12.149
1,4,3.0,66,28,17.073
1,4,3.5,79,30,21.995
1,4,4.0,93,33,28.255
1,4,4.5,106,35,34.301
1,4,5.0,119,38,41.934
1,4,5.5,133,40,49.066
1,4,6.0,146,42,56.717
1,4,6.5,160,43,63.363
1,4,7.0,173,45,71.878
1,4,7.5,186,47,80.87
1,4,8.0,200,49,90.369
1,4,8.5,213,50,98.387
1,4,9.0,227,52,108.737
1,4,9.5,240,53,117.366
1,4,10.0,253,55,128.614
1,4,10.5,267,56,137.835
1,4,11.0,279,58,149.154
1,4,11.5,292,59,158.622
1,4,12.0,304,60,168.319
1,4,12.5,317,61,178.269
1,4,13.0,330,63,191.472
1,4,13.5,342,64,201.951
1,4,14.0,355,65,212.694
1,4,14.5,368,66,223.733
1,4,15.0,380,67,234.909
1,4,15.5,393,68,246.368
1,4,16.0,406,70,261.765
1,4,16.5,418,71,273.813
1,4,17.0,431,72,286.091
1,4,17.5,444,73,298.589
1,4,18.0,457,74,311.349
1,4,18.5,469,75,324.321
1,4,19.0,482,76,337.495
1,4,19.5,495,77,350.971
1,4,20.0,507,78,364.587
1,4,20.5,520,79,378.494
1,4,21.0,533,80,392.642
1,4,21.5,545,81,407.02
1,4,22.0,558,82,421.63
1,4,22.5,571,83,436.524
1,4,23.0,584,83,446.201
1,4,23.5,596,84,461.357
1,4,24.0,609,85,476.787
1,4,24.5,622,86,492.493
1,4,25.0,634,87,508.403
1,4,25.5,647,88,524.519
1,4,26.0,660,89,540.9
1,4,26.5,672,90,557.476
1,4,27.0,685,90,568.005
1,4,27.5,698,91,584.915
1,4,28.0,711,92,602.08
1,4,28.5,723,93,619.502
1,4,29.0,736,94,637.176
1,4,29.5,749,95,655.104
1,4,30.0,761,95,666.191
1,4,30.5,768,96,678.84
1,4,31.0,774,96,684.417
1,4,31.5,780,97,697.209
1,4,32.0,787,97,702.89
1,4,32.5,793,97,708.514
1,4,33.0,799,98,721.522
1,4,33.5,806,98,727.249
1,4,34.0,812,98,732.999
1,4,34.5,818,99,746.309
1,4,35.0,825,99,751.991
1,4,35.5,831,100,765.522
1,4,36.0,837,100,771.305
1,4,36.5,844,100,777.195
1,4,37.0,850,101,790.852
1,4,37.5,856,101,796.759
1,4,38.0,863,102,810.547
1,4,38.5,869,102,816.556
1,4,39.0,876,102,822.494
1,4,39.5,882,103,836.58
1,4,40.0,888,103,842.619
1,4,40.5,894,103,847.937
1,4,41.0,899,104,861.648
1,5,1.0,12,12,1.388
1,5,1.5,26,17,4.067
1,5,2.0,39,21,7.614
1,5,2.5,53,25,12.149
1,5,3.0,66,28,17.073
1,5,3.5,79,31,22.729
1,5,4.0,93,33,28.255
1,5,4.5,106,36,35.281
1,5,5.0,120,38,41.934
1,5,5.5,133,40,49.066
1,5,6.0,147,42,56.717
1,5,6.5,160,44,64.837
1,5,7.0,174,46,73.476
1,5,7.5,187,47,80.87
1,5,8.0,201,49,90.369
1,5,8.5,214,51,100.354
1,5,9.0,228,52,108.737
1,5,9.5,241,54,119.58
1,5,10.0,254,55,128.614
1,5,10.5,268,57,140.296
1,5,11.0,280,58,149.154
1,5,11.5,293,59,158.622
1,5,12.0,305,61,171.124
1,5,12.5,318,62,181.192
1,5,13.0,331,63,191.472
1,5,13.5,344,64,201.951
1,5,14.0,356,65,212.694
1,5,14.5,369,67,227.123
1,5,15.0,382,68,238.415
1,5,15.5,395,69,249.991
1,5,16.0,407,70,261.765
1,5,16.5,420,71,273.813
1,5,17.0,433,72,286.091
1,5,17.5,446,73,298.589
1,5,18.0,458,74,311.349
1,5,18.5,471,75,324.321
1,5,19.0,484,76,337.495
1,5,19.5,497,77,350.971
1,5,20.0,509,78,364.587
1,5,20.5,522,79,378.494
1,5,21.0,535,80,392.642
1,5,21.5,547,81,407.02
1,5,22.0,560,82,421.63
1,5,22.5,573,83,436.524
1,5,23.0,586,84,451.577
1,5,23.5,598,85,466.85
1,5,24.0,611,86,482.396
1,5,24.5,624,87,498.22
1,5,25.0,637,88,514.247
1,5,25.5,649,89,530.48
1,5,26.0,662,89,540.9
1,5,26.5,675,90,557.476
1,5,27.0,688,91,574.316
1,5,27.5,700,92,591.343
1,5,28.0,713,93,608.624
1,5,28.5,726,94,626.164
1,5,29.0,739,94,637.176
1,5,29.5,751,95,655.104
1,5,30.0,764,96,673.203
1,5,30.5,771,96,678.84
1,5,31.0,777,97,691.546
1,5,31.5,783,97,697.209
1,5,32.0,790,98,710.137
1,5,32.5,796,98,715.818
1,5,33.0,802,98,721.522
1,5,33.5,809,99,734.67
1,5,34.0,815,99,740.478
1,5,34.5,822,100,753.848
1,5,35.0,828,100,759.587
1,5,35.5,834,100,765.522
1,5,36.0,841,101,779.018
1,5,36.5,847,101,784.967
1,5,37.0,853,102,798.682
1,5,37.5,860,102,804.648
1,5,38.0,866,102,810.547
1,5,38.5,872,103,824.562
1,5,39.0,879,103,830.557
1,5,39.5,885,103,836.58
1,5,40.0,892,104,850.8
1,5,40.5,897,104,856.17
1,5,41.0,903,104,861.648
1,6,1.0,12,12,1.388
1,6,1.5,26,17,4.067
1,6,2.0,39,22,7.976
1,6,2.5,53,25,12.149
1,6,3.0,66,28,17.073
1,6,3.5,80,31,22.729
1,6,4.0,93,34,29.112
1,6,4.5,107,36,35.281
1,6,5.0,120,38,41.934
1,6,5.5,134,40,49.066
1,6,6.0,147,42,56.717
1,6,6.5,161,44,64.837
1,6,7.0,174,46,73.476
1,6,7.5,188,48,82.591
1,6,8.0,201,49,90.369
1,6,8.5,215,51,100.354
1,6,9.0,228,53,110.828
1,6,9.5,242,54,119.58
1,6,10.0,255,56,130.952
1,6,10.5,269,57,140.296
1,6,11.0,281,58,149.154
1,6,11.5,294,60,161.31
1,6,12.0,307,61,171.124
1,6,12.5,319,62,181.192
1,6,13.0,332,64,194.511
1,6,13.5,345,65,205.106
1,6,14.0,358,66,215.966
1,6,14.5,371,67,227.123
1,6,15.0,383,68,238.415
1,6,15.5,396,69,249.991
1,6,16.0,409,71,265.504
1,6,16.5,422,72,277.67
1,6,17.0,434,73,290.065
1,6,17.5,447,74,302.679
1,6,18.0,460,75,315.557
1,6,18.5,473,76,328.646
1,6,19.0,486,77,341.936
1,6,19.5,498,78,355.529
1,6,20.0,511,79,369.261
1,6,20.5,524,80,383.285
1,6,21.0,537,81,397.55
1,6,21.5,550,82,412.045
1,6,22.0,562,83,426.772
1,6,22.5,575,84,441.783
1,6,23.0,588,85,456.953
1,6,23.5,601,86,472.342
1,6,24.0,614,87,488.006
1,6,24.5,626,87,498.22
1,6,25.0,639,88,514.247
1,6,25.5,652,89,530.48
1,6,26.0,665,90,546.978
1,6,26.5,678,91,563.67
1,6,27.0,690,92,580.627
1,6,27.5,703,93,597.771
1,6,28.0,716,94,615.169
1,6,28.5,729,94,626.164
1,6,29.0,742,95,643.954
1,6,29.5,754,96,662.0
1,6,30.0,767,97,680.216
1,6,30.5,773,97,685.911
1,6,31.0,780,98,698.676
1,6,31.5,786,98,704.397
1,6,32.0,793,98,710.137
1,6,32.5,799,99,723.122
1,6,33.0,805,99,728.885
1,6,33.5,812,100,742.091
1,6,34.0,818,100,747.958
1,6,34.5,825,100,753.848
1,6,35.0,831,101,767.182
1,6,35.5,837,101,773.177
1,6,36.0,844,102,786.731
1,6,36.5,850,102,792.739
1,6,37.0,857,102,798.682
1,6,37.5,863,103,812.536
1,6,38.0,869,103,818.493
1,6,38.5,876,103,824.562
1,6,39.0,882,104,838.621
1,6,39.5,889,104,844.702
1,6,40.0,895,105,858.981
1,6,40.5,901,105,864.402
1,6,41.0,906,105,869.933
1,7,1.0,12,12,1.388
1,7,1.5,26,18,4.306
1,7,2.0,39,22,7.976
1,7,2.5,53,25,12.149
1,7,3.0,66,28,17.073
1,7,3.5,80,31,22.729
1,7,4.0,94,34,29.112
1,7,4.5,107,36,35.281
1,7,5.0,121,38,41.934
1,7,5.5,134,41,50.293
1,7,6.0,148,43,58.067
1,7,6.5,161,44,64.837
1,7,7.0,175,46,73.476
1,7,7.5,189,48,82.591
1,7,8.0,202,50,92.213
1,7,8.5,216,51,100.354
1,7,9.0,229,53,110.828
1,7,9.5,243,55,121.795
1,7,10.0,256,56,130.952
1,7,10.5,270,58,142.758
1,7,11.0,282,59,151.726
1,7,11.5,295,60,161.31
1,7,12.0,308,62,173.93
1,7,12.5,321,63,184.114
1,7,13.0,333,64,194.511
1,7,13.5,346,65,205.106
1,7,14.0,359,66,215.966
1,7,14.5,372,68,230.513
1,7,15.0,385,69,241.921
1,7,15.5,398,70,253.614
1,7,16.0,410,71,265.504
1,7,16.5,423,72,277.67
1,7,17.0,436,73,290.065
1,7,17.5,449,74,302.679
1,7,18.0,462,75,315.557
1,7,18.5,475,76,328.646
1,7,19.0,487,78,346.377
1,7,19.5,500,79,360.087
1,7,20.0,513,80,373.935
1,7,20.5,526,81,388.077
1,7,21.0,539,82,402.458
1,7,21.5,552,83,417.07
1,7,22.0,564,83,426.772
1,7,22.5,577,84,441.783
1,7,23.0,590,85,456.953
1,7,23.5,603,86,472.342
1,7,24.0,616,87,488.006
1,7,24.5,629,88,503.947
1,7,25.0,642,89,520.091
1,7,25.5,654,90,536.44
1,7,26.0,667,91,553.055
1,7,26.5,680,92,569.865
1,7,27.0,693,93,586.938
1,7,27.5,706,93,597.771
1,7,28.0,719,94,615.169
1,7,28.5,731,95,632.825
1,7,29.0,744,96,650.733
1,7,29.5,757,97,668.896
1,7,30.0,770,98,687.228
1,7,30.5,776,98,692.983
1,7,31.0,783,98,698.676
1,7,31.5,789,99,711.585
1,7,32.0,796,99,717.383
1,7,32.5,802,100,730.427
1,7,33.0,808,100,736.247
1,7,33.5,815,100,742.091
1,7,34.0,821,101,755.438
1,7,34.5,828,101,761.386
1,7,35.0,834,102,774.778
1,7,35.5,841,102,780.833
1,7,36.0,847,102,786.731
1,7,36.5,853,103,800.511
1,7,37.0,860,103,806.512
1,7,37.5,866,103,812.536
1,7,38.0,873,104,826.44
1,7,38.5,879,104,832.567
1,7,39.0,885,105,846.685
1,7,39.5,892,105,852.824
1,7,40.0,898,105,858.981
1,7,40.5,904,106,872.634
1,7,41.0,910,106,878.218
1,8,1.0,12,12,1.388
1,8,1.5,26,18,4.306
1,8,2.0,39,22,7.976
1,8,2.5,53,26,12.635
1,8,3.0,67,29,17.683
1,8,3.5,80,31,22.729
1,8,4.0,94,34,29.112
1,8,4.5,108,36,35.281
1,8,5.0,121,39,43.038
1,8,5.5,135,41,50.293
1,8,6.0,148,43,58.067
1,8,6.5,162,45,66.31
1,8,7.0,176,47,75.073
1,8,7.5,189,48,82.591
1,8,8.0,203,50,92.213
1,8,8.5,217,52,102.322
1,8,9.0,230,53,110.828
1,8,9.5,244,55,121.795
1,8,10.0,257,57,133.291
1,8,10.5,271,58,142.758
1,8,11.0,283,59,151.726
1,8,11.5,296,61,163.999
1,8,12.0,309,62,173.93
1,8,12.5,322,63,184.114
1,8,13.0,335,65,197.55
1,8,13.5,348,66,208.262
1,8,14.0,360,67,219.238
1,8,14.5,373,68,230.513
1,8,15.0,386,69,241.921
1,8,15.5,399,71,257.237
1,8,16.0,412,72,269.244
1,8,16.5,425,73,281.526
1,8,17.0,438,74,294.038
1,8,17.5,451,75,306.769
1,8,18.0,463,76,319.764
1,8,18.5,476,77,332.97
1,8,19.0,489,78,346.377
1,8,19.5,502,79,360.087
1,8,20.0,515,80,373.935
1,8,20.5,528,81,388.077
1,8,21.0,541,82,402.458
1,8,21.5,554,83,417.07
1,8,22.0,567,84,431.914
1,8,22.5,579,85,447.042
1,8,23.0,592,86,462.329
1,8,23.5,605,87,477.835
1,8,24.0,618,88,493.615
1,8,24.5,631,89,509.673
1,8,25.0,644,90,525.934
1,8,25.5,657,91,542.401
1,8,26.0,670,91,553.055
1,8,26.5,683,92,569.865
1,8,27.0,695,93,586.938
1,8,27.5,708,94,604.198
1,8,28.0,721,95,621.713
1,8,28.5,734,96,639.486
1,8,29.0,747,97,657.511
1,8,29.5,760,97,668.896
1,8,30.0,773,98,687.228
1,8,30.5,779,99,700.054
1,8,31.0,786,99,705.805
1,8,31.5,792,100,718.772
1,8,32.0,799,100,724.629
1,8,32.5,805,100,730.427
1,8,33.0,812,101,743.61
1,8,33.5,818,101,749.512
1,8,34.0,824,102,762.917
1,8,34.5,831,102,768.925
1,8,35.0,837,102,774.778
1,8,35.5,844,103,788.488
1,8,36.0,850,103,794.444
1,8,36.5,857,103,800.511
1,8,37.0,863,104,814.343
1,8,37.5,869,104,820.425
1,8,38.0,876,105,834.387
1,8,38.5,882,105,840.573
1,8,39.0,889,105,846.685
1,8,39.5,895,106,860.947
1,8,40.0,902,106,867.161
1,8,40.5,907,107,880.867
1,8,41.0,913,107,886.503
1,9,1.0,12,12,1.388
1,9,1.5,26,18,4.306
1,9,2.0,40,22,7.976
1,9,2.5,53,26,12.635
1,9,3.0,67,29,17.683
1,9,3.5,81,32,23.462
1,9,4.0,94,34,29.112
1,9,4.5,108,37,36.261
1,9,5.0,122,39,43.038
1,9,5.5,135,41,50.293
1,9,6.0,149,43,58.067
1,9,6.5,163,45,66.31
1,9,7.0,176,47,75.073
1,9,7.5,190,49,84.311
1,9,8.0,204,51,94.057
1,9,8.5,217,52,102.322
1,9,9.0,231,54,112.92
1,9,9.5,245,55,121.795
1,9,10.0,258,57,133.291
1,9,10.5,272,58,142.758
1,9,11.0,284,60,154.297
1,9,11.5,297,61,163.999
1,9,12.0,310,62,173.93
1,9,12.5,323,64,187.037
1,9,13.0,336,65,197.55
1,9,13.5,349,66,208.262
1,9,14.0,362,67,219.238
1,9,14.5,375,69,233.903
1,9,15.0,388,70,245.427
1,9,15.5,401,71,257.237
1,9,16.0,413,72,269.244
1,9,16.5,426,73,281.526
1,9,17.0,439,74,294.038
1,9,17.5,452,76,310.86
1,9,18.0,465,77,323.971
1,9,18.5,478,78,337.294
1,9,19.0,491,79,350.817
1,9,19.5,504,80,364.645
1,9,20.0,517,81,378.61
1,9,20.5,530,82,392.868
1,9,21.0,543,83,407.366
1,9,21.5,556,84,422.095
1,9,22.0,569,85,437.056
1,9,22.5,582,86,452.302
1,9,23.0,595,87,467.705
1,9,23.5,607,88,483.327
1,9,24.0,620,89,499.224
1,9,24.5,633,89,509.673
1,9,25.0,646,90,525.934
1,9,25.5,659,91,542.401
1,9,26.0,672,92,559.133
1,9,26.5,685,93,576.059
1,9,27.0,698,94,593.25
1,9,27.5,711,95,610.626
1,9,28.0,724,96,628.257
1,9,28.5,737,96,639.486
1,9,29.0,750,97,657.511
1,9,29.5,763,98,675.792
1,9,30.0,776,99,694.241
1,9,30.5,782,99,700.054
1,9,31.0,789,100,712.934
1,9,31.5,795,100,718.772
1,9,32.0,802,101,731.875
1,9,32.5,808,101,737.731
1,9,33.0,815,101,743.61
1,9,33.5,821,102,756.933
1,9,34.0,827,102,762.917
1,9,34.5,834,103,776.463
1,9,35.0,840,103,782.374
1,9,35.5,847,103,788.488
1,9,36.0,853,104,802.157
1,9,36.5,860,104,808.283
1,9,37.0,866,105,822.173
1,9,37.5,873,105,828.314
1,9,38.0,879,105,834.387
1,9,38.5,886,106,848.578
1,9,39.0,892,106,854.748
1,9,39.5,899,107,869.069
1,9,40.0,905,107,875.342
1,9,40.5,911,107,880.867
1,9,41.0,917,108,894.788
1,10,1.0,12,12,1.388
1,10,1.5,26,18,4.306
1,10,2.0,40,22,7.976
1,10,2.5,54,26,12.635
1,10,3.0,67,29,17.683
1,10,3.5,81,32,23.462
1,10,4.0,95,35,29.968
1,10,4.5,108,37,36.261
1,10,5.0,122,39,43.038
1,10,5.5,136,41,50.293
1,10,6.0,150,43,58.067
1,10,6.5,163,45,66.31
1,10,7.0,177,47,75.073
1,10,7.5,191,49,84.311
1,10,8.0,204,51,94.057
1,10,8.5,218,53,104.29
1,10,9.0,232,54,112.92
1,10,9.5,246,56,124.009
1,10,10.0,259,57,133.291
1,10,10.5,273,59,145.219
1,10,11.0,285,60,154.297
1,10,11.5,298,62,166.687
1,10,12.0,311,63,176.735
1,10,12.5,324,64,187.037
1,10,13.0,337,65,197.55
1,10,13.5,350,67,211.417
1,10,14.0,363,68,222.51
1,10,14.5,376,69,233.903
1,10,15.0,389,70,245.427
1,10,15.5,402,72,260.861
1,10,16.0,415,73,272.983
1,10,16.5,428,74,285.383
1,10,17.0,441,75,298.012
1,10,17.5,454,76,310.86
1,10,18.0,467,77,323.971
1,10,18.5,480,78,337.294
1,10,19.0,493,79,350.817
1,10,19.5,506,80,364.645
1,10,20.0,519,81,378.61
1,10,20.5,532,82,392.868
1,10,21.0,545,83,407.366
1,10,21.5,558,84,422.095
1,10,22.0,571,85,437.056
1,10,22.5,584,86,452.302
1,10,23.0,597,87,467.705
1,10,23.5,610,88,483.327
1,10,24.0,623,89,499.224
1,10,24.5,636,90,515.4
1,10,25.0,649,91,531.778
1,10,25.5,662,92,548.361
1,10,26.0,675,93,565.21
1,10,26.5,688,94,582.253
1,10,27.0,701,95,599.561
1,10,27.5,714,95,610.626
1,10,28.0,727,96,628.257
1,10,28.5,740,97,646.147
1,10,29.0,753,98,664.29
1,10,29.5,766,99,682.688
1,10,30.0,779,100,701.253
1,10,30.5,785,100,707.125
1,10,31.0,792,101,720.064
1,10,31.5,798,101,725.96
1,10,32.0,805,101,731.875
1,10,32.5,811,102,745.035
1,10,33.0,817,102,750.972
1,10,33.5,824,103,764.354
1,10,34.0,830,103,770.397
1,10,34.5,837,103,776.463
1,10,35.0,843,104,789.97
1,10,35.5,850,104,796.143
1,10,36.0,856,105,809.87
1,10,36.5,863,105,816.055
1,10,37.0,869,105,822.173
1,10,37.5,876,106,836.202
1,10,38.0,882,106,842.333
1,10,38.5,889,107,856.584
1,10,39.0,895,107,862.812
1,10,39.5,902,107,869.069
1,10,40.0,908,108,883.523
1,10,40.5,914,108,889.099
1,10,41.0,920,108,894.788
1,11,1.0,12,12,1.388
1,11,1.5,26,18,4.306
1,11,2.0,40,22,7.976
1,11,2.5,54,26,12.635
1,11,3.0,67,29,17.683
1,11,3.5,81,32,23.462
1,11,4.0,95,35,29.968
1,11,4.5,109,37,36.261
1,11,5.0,123,40,44.141
1,11,5.5,136,42,51.52
1,11,6.0,150,44,59.418
1,11,6.5,164,46,67.784
1,11,7.0,178,48,76.67
1,11,7.5,191,50,86.032
1,11,8.0,205,51,94.057
1,11,8.5,219,53,104.29
1,11,9.0,233,55,115.011
1,11,9.5,246,56,124.009
1,11,10.0,260,58,135.629
1,11,10.5,274,59,145.219
1,11,11.0,286,61,156.869
1,11,11.5,299,62,166.687
1,11,12.0,312,63,176.735
1,11,12.5,325,65,189.959
1,11,13.0,338,66,200.589
1,11,13.5,351,67,211.417
1,11,14.0,364,68,222.51
1,11,14.5,377,70,237.293
1,11,15.0,390,71,248.933
1,11,15.5,403,72,260.861
1,11,16.0,417,73,272.983
1,11,16.5,430,74,285.383
1,11,17.0,443,76,301.985
1,11,17.5,456,77,314.95
1,11,18.0,469,78,328.179
1,11,18.5,482,79,341.618
1,11,19.0,495,80,355.258
1,11,19.5,508,81,369.203
1,11,20.0,521,82,383.284
1,11,20.5,534,83,397.659
1,11,21.0,547,84,412.274
1,11,21.5,560,85,427.12
1,11,22.0,573,86,442.198
1,11,22.5,586,87,457.561
1,11,23.0,599,88,473.081
1,11,23.5,612,89,488.819
1,11,24.0,625,90,504.833
1,11,24.5,638,91,521.127
1,11,25.0,651,92,537.622
1,11,25.5,664,93,554.322
1,11,26.0,677,94,571.288
1,11,26.5,690,94,582.253
1,11,27.0,703,95,599.561
1,11,27.5,716,96,617.054
1,11,28.0,729,97,634.802
1,11,28.5,742,98,652.809
1,11,29.0,755,99,671.068
1,11,29.5,768,100,689.583
1,11,30.0,781,100,701.253
1,11,30.5,788,101,714.196
1,11,31.0,794,101,720.064
