web-scraper-order,web-scraper-start-url,dex#,Pokémon,Stamina,Attack,Defense,Product,MaxCP_Lv40,MaxCP_Lv50
"1631890503-103","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-256","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-699","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-219","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-793","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-745","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-273","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-291","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-672","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-764","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-138","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-671","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-563","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-545","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-272","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-104","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-99","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-260","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-207","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-691","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-794","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-169","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-202","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-82","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-485","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-109","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-119","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-13","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-440","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-614","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-359","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-648","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-692","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-652","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-387","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-266","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-252","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-171","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-342","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-542","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-567","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-389","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-369","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-430","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-305","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-346","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-512","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-420","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-748","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-179","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-63","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-2","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-522","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-464","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-409","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-367","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-96","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-749","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-228","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-724","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-195","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-605","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-773","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-702","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-336","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-217","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-33","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-106","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-137","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-529","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-24","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-790","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-461","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-197","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-725","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-136","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-282","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-396","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-265","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-768","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-484","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-411","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-149","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-438","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-601","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-184","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-479","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-638","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-687","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-694","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-784","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-444","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-562","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-676","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-597","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-287","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-47","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-347","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-113","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-69","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-571","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
"1631890503-514","https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_(GO)","null","null","null","null","null","null","null","null"
